"Site","Subsite","Trapnest","Treatment","Date","Day_of_year","Year","Good_days","Available_cavities_prior","New_nests_os","Osmia_ps_prior","Osmia_no_ps_prior","Osmia_active_mothers_prior","DP_os_prior","NDP_os_prior","NDP_ps_os_prior"
"NN","H","trapnest_23","Mid",2023-06-22,173,"year_2023",3,11,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-23,174,"year_2023",1,11,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-06-30,181,"year_2023",1,5,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-07-03,184,"year_2023",2,11,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-07-04,185,"year_2023",1,8,0,6,0,0,0,0,6
"NN","H","trapnest_23","Mid",2023-07-06,187,"year_2023",2,10,0,6,0,0,0,0,6
"NN","H","trapnest_24","High",2023-05-07,127,"year_2023",1,7,0,11,0,0,0,0,11
"NN","H","trapnest_24","High",2023-05-11,131,"year_2023",4,7,0,11,0,0,0,0,11
"NN","H","trapnest_24","High",2023-05-12,132,"year_2023",1,7,0,11,0,0,0,0,11
"NN","H","trapnest_24","High",2023-05-15,135,"year_2023",3,7,0,11,0,0,0,0,11
"NN","H","trapnest_24","High",2023-05-16,136,"year_2023",1,8,0,10,0,0,0,0,10
"NN","H","trapnest_24","High",2023-05-18,138,"year_2023",2,8,0,10,0,0,0,0,10
"NN","H","trapnest_24","High",2023-05-19,139,"year_2023",1,8,0,10,0,0,0,0,10
"NN","H","trapnest_24","High",2023-05-21,141,"year_2023",1,8,0,10,0,0,0,0,10
"NN","H","trapnest_24","High",2023-05-22,142,"year_2023",1,8,1,10,0,0,0,0,10
"NN","H","trapnest_24","High",2023-05-25,145,"year_2023",3,7,1,11,1,1,0,1,11
"NN","H","trapnest_24","High",2023-05-26,146,"year_2023",1,6,0,12,2,2,0,2,12
"NN","H","trapnest_24","High",2023-05-28,148,"year_2023",2,7,0,11,0,0,0,0,11
"NN","H","trapnest_24","High",2023-05-29,149,"year_2023",1,7,0,11,0,0,0,0,11
"NN","H","trapnest_24","High",2023-05-31,151,"year_2023",2,7,1,11,0,0,0,0,11
"NN","H","trapnest_24","High",2023-06-01,152,"year_2023",1,7,1,11,1,1,0,1,11
"NN","H","trapnest_24","High",2023-06-04,155,"year_2023",3,7,1,11,1,1,1,0,10
"NN","H","trapnest_24","High",2023-06-05,156,"year_2023",1,8,0,10,2,2,2,0,8
"NN","H","trapnest_24","High",2023-06-08,159,"year_2023",2,8,1,10,2,1,1,1,9
"NN","H","trapnest_24","High",2023-06-10,161,"year_2023",0,7,0,11,3,2,2,1,9
"NN","H","trapnest_24","High",2023-06-11,162,"year_2023",1,6,0,11,3,1,1,2,10
"NN","H","trapnest_24","High",2023-06-12,163,"year_2023",0,6,0,11,3,1,1,2,10
"NN","H","trapnest_24","High",2023-06-15,166,"year_2023",0,6,0,11,3,1,1,2,10
"NN","H","trapnest_24","High",2023-06-19,170,"year_2023",0,6,1,11,3,1,1,2,10
"NN","H","trapnest_24","High",2023-06-22,173,"year_2023",3,6,0,12,4,1,1,3,11
"NN","H","trapnest_24","High",2023-06-23,174,"year_2023",1,6,0,12,4,1,1,3,11
"NN","H","trapnest_24","High",2023-06-30,181,"year_2023",1,5,1,12,4,0,0,4,12
"NN","H","trapnest_24","High",2023-07-03,184,"year_2023",2,5,0,12,5,0,0,5,12
"NN","H","trapnest_24","High",2023-07-04,185,"year_2023",1,5,0,12,5,0,0,5,12
"NN","H","trapnest_24","High",2023-07-06,187,"year_2023",2,4,0,12,5,0,0,5,12
"NN","I","trapnest_25","Low",2023-05-07,127,"year_2023",1,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-11,131,"year_2023",4,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-12,132,"year_2023",1,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-15,135,"year_2023",3,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-16,136,"year_2023",1,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-18,138,"year_2023",2,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-19,139,"year_2023",1,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-21,141,"year_2023",1,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-22,142,"year_2023",1,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-25,145,"year_2023",3,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-26,146,"year_2023",1,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-28,148,"year_2023",2,18,0,0,0,0,0,0,0
"NN","I","trapnest_25","Low",2023-05-29,149,"year_2023",1,18,3,1,1,1,0,1,1
"NN","I","trapnest_25","Low",2023-05-31,151,"year_2023",2,15,1,3,3,3,1,2,2
"NN","I","trapnest_25","Low",2023-06-01,152,"year_2023",1,14,1,4,4,4,1,3,3
"NN","I","trapnest_25","Low",2023-06-04,155,"year_2023",3,14,2,4.5,4.5,3.5,0,5,5
"NN","I","trapnest_25","Low",2023-06-05,156,"year_2023",1,16,0,2,2,2,0,2,2
"NN","I","trapnest_25","Low",2023-06-08,159,"year_2023",2,16,1,2,2,2,0,2,2
"NN","I","trapnest_25","Low",2023-06-10,161,"year_2023",0,15,0,3,3,3,0,3,3
"NN","I","trapnest_25","Low",2023-06-11,162,"year_2023",1,15,0,3,3,2,1,2,2
"NN","I","trapnest_25","Low",2023-06-12,163,"year_2023",0,16,0,2,2,1,1,1,1
"NN","I","trapnest_25","Low",2023-06-15,166,"year_2023",0,16,3,3,3,1,1.5,2,2
"NN","I","trapnest_25","Low",2023-06-19,170,"year_2023",0,15,0,3,3,2,2,1,1
"NN","I","trapnest_25","Low",2023-06-22,173,"year_2023",3,16,1,2,2,0,0,2,2
"NN","I","trapnest_25","Low",2023-06-23,174,"year_2023",1,16,0,2,2,1,0,2,2
"NN","I","trapnest_25","Low",2023-06-30,181,"year_2023",1,14,0,2,2,1,0,2,2
"NN","I","trapnest_25","Low",2023-07-03,184,"year_2023",2,14,0,2,2,0,0,2,2
"NN","I","trapnest_25","Low",2023-07-04,185,"year_2023",1,12,0,2,2,0,0,2,2
"NN","I","trapnest_25","Low",2023-07-06,187,"year_2023",2,13,0,1,1,0,0,1,1
"NN","I","trapnest_26","Mid",2023-05-07,127,"year_2023",1,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-05-11,131,"year_2023",4,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-05-12,132,"year_2023",1,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-05-15,135,"year_2023",3,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-05-16,136,"year_2023",1,13,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-05-18,138,"year_2023",2,13,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-05-19,139,"year_2023",1,13,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-05-21,141,"year_2023",1,13,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-05-22,142,"year_2023",1,13,1,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-05-25,145,"year_2023",3,12,0,6,1,1,0,1,6
"NN","I","trapnest_26","Mid",2023-05-26,146,"year_2023",1,12,0,6,1,1,0,1,6
"NN","I","trapnest_26","Mid",2023-05-28,148,"year_2023",2,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-05-29,149,"year_2023",1,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-05-31,151,"year_2023",2,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-06-01,152,"year_2023",1,10,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-06-04,155,"year_2023",3,9,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-06-05,156,"year_2023",1,11,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-06-08,159,"year_2023",2,11,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-06-10,161,"year_2023",0,12,0,4,0,0,0,0,4
"NN","I","trapnest_26","Mid",2023-06-11,162,"year_2023",1,11,0,4,0,0,0,0,4
"NN","I","trapnest_26","Mid",2023-06-12,163,"year_2023",0,11,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-06-15,166,"year_2023",0,11,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-06-19,170,"year_2023",0,9,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-06-22,173,"year_2023",3,11,0,5,0,0,0,0,5
"NN","I","trapnest_26","Mid",2023-06-23,174,"year_2023",1,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-06-30,181,"year_2023",1,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-07-03,184,"year_2023",2,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-07-04,185,"year_2023",1,12,0,6,0,0,0,0,6
"NN","I","trapnest_26","Mid",2023-07-06,187,"year_2023",2,11,0,6,0,0,0,0,6
"NN","I","trapnest_27","High",2023-05-07,127,"year_2023",1,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-11,131,"year_2023",4,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-12,132,"year_2023",1,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-15,135,"year_2023",3,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-16,136,"year_2023",1,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-18,138,"year_2023",2,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-19,139,"year_2023",1,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-21,141,"year_2023",1,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-22,142,"year_2023",1,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-25,145,"year_2023",3,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-26,146,"year_2023",1,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-28,148,"year_2023",2,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-29,149,"year_2023",1,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-05-31,151,"year_2023",2,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-01,152,"year_2023",1,6,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-04,155,"year_2023",3,6,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-05,156,"year_2023",1,7,0,10,0,0,0,0,10
"NN","I","trapnest_27","High",2023-06-08,159,"year_2023",2,6,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-10,161,"year_2023",0,6,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-11,162,"year_2023",1,6,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-12,163,"year_2023",0,6,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-15,166,"year_2023",0,6,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-19,170,"year_2023",0,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-22,173,"year_2023",3,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-23,174,"year_2023",1,7,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-06-30,181,"year_2023",1,6,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-07-03,184,"year_2023",2,6,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-07-04,185,"year_2023",1,6,0,11,0,0,0,0,11
"NN","I","trapnest_27","High",2023-07-06,187,"year_2023",2,5,0,11,0,0,0,0,11
"NN","J","trapnest_28","Low",2023-05-07,127,"year_2023",1,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-11,131,"year_2023",4,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-12,132,"year_2023",1,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-15,135,"year_2023",3,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-16,136,"year_2023",1,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-18,138,"year_2023",2,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-19,139,"year_2023",1,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-21,141,"year_2023",1,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-22,142,"year_2023",1,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-25,145,"year_2023",3,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-26,146,"year_2023",1,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-28,148,"year_2023",2,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-29,149,"year_2023",1,18,1,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-05-31,151,"year_2023",2,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-01,152,"year_2023",1,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-04,155,"year_2023",3,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-05,156,"year_2023",1,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-08,159,"year_2023",2,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-10,161,"year_2023",0,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-11,162,"year_2023",1,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-12,163,"year_2023",0,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-15,166,"year_2023",0,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-19,170,"year_2023",0,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-22,173,"year_2023",3,17,1,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-06-23,174,"year_2023",1,15,0,1,1,1,1,0,0
"NN","J","trapnest_28","Low",2023-06-30,181,"year_2023",1,13,0,1,1,1,0,1,1
"NN","J","trapnest_28","Low",2023-07-03,184,"year_2023",2,18,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-07-04,185,"year_2023",1,15,0,0,0,0,0,0,0
"NN","J","trapnest_28","Low",2023-07-06,187,"year_2023",2,15,0,0,0,0,0,0,0
"NN","J","trapnest_29","Mid",2023-05-07,127,"year_2023",1,12,0,6,0,0,0,0,6
"NN","J","trapnest_29","Mid",2023-05-11,131,"year_2023",4,12,0,6,0,0,0,0,6
"NN","J","trapnest_29","Mid",2023-05-12,132,"year_2023",1,12,0,6,0,0,0,0,6
"NN","J","trapnest_29","Mid",2023-05-15,135,"year_2023",3,12,0,6,0,0,0,0,6
"NN","J","trapnest_29","Mid",2023-05-16,136,"year_2023",1,12,0,6,0,0,0,0,6
"NN","J","trapnest_29","Mid",2023-05-18,138,"year_2023",2,12,1,6,0,0,0,0,6
"NN","J","trapnest_29","Mid",2023-05-19,139,"year_2023",1,11,0,7,1,1,0,1,7
"NN","J","trapnest_29","Mid",2023-05-21,141,"year_2023",1,11,0,7,1,1,0,1,7
"NN","J","trapnest_29","Mid",2023-05-22,142,"year_2023",1,11,0,7,1,1,1,0,6
"NN","J","trapnest_29","Mid",2023-05-25,145,"year_2023",3,12,1,6,1,1,1,0,5
"NN","J","trapnest_29","Mid",2023-05-26,146,"year_2023",1,12,0,6,2,2,1,1,5
"NN","J","trapnest_29","Mid",2023-05-28,148,"year_2023",2,12,0,6,2,1,1,1,5
"NN","J","trapnest_29","Mid",2023-05-29,149,"year_2023",1,12,0,6,2,2,1,1,5
"NN","J","trapnest_29","Mid",2023-05-31,151,"year_2023",2,12,1,6,2,2,0,2,6
"NN","J","trapnest_29","Mid",2023-06-01,152,"year_2023",1,12,0,6,2,1,0,2,6
"NN","J","trapnest_29","Mid",2023-06-04,155,"year_2023",3,12,0,6,2,1,0,2,6
"NN","J","trapnest_29","Mid",2023-06-05,156,"year_2023",1,12,0,6,2,1,0,2,6
"NN","J","trapnest_29","Mid",2023-06-08,159,"year_2023",2,12,0,6,2,0,0,2,6
"NN","J","trapnest_29","Mid",2023-06-10,161,"year_2023",0,12,0,6,2,0,0,2,6
"NN","J","trapnest_29","Mid",2023-06-11,162,"year_2023",1,11,0,6,2,0,0,2,6
"NN","J","trapnest_29","Mid",2023-06-12,163,"year_2023",0,11,0,6,2,0,0,2,6
"NN","J","trapnest_29","Mid",2023-06-15,166,"year_2023",0,11,0,6,2,0,0,2,6
"NN","J","trapnest_29","Mid",2023-06-19,170,"year_2023",0,10,0,6,2,0,0,2,6
"NN","J","trapnest_29","Mid",2023-06-22,173,"year_2023",3,10,0,6,1,0,0,1,6
"NN","J","trapnest_29","Mid",2023-06-23,174,"year_2023",1,10,0,6,1,0,0,1,6
"NN","J","trapnest_29","Mid",2023-06-30,181,"year_2023",1,10,0,6,1,0,0,1,6
"NN","J","trapnest_29","Mid",2023-07-03,184,"year_2023",2,11,0,6,1,0,0,1,6
"NN","J","trapnest_29","Mid",2023-07-04,185,"year_2023",1,11,0,6,1,0,0,1,6
"NN","J","trapnest_29","Mid",2023-07-06,187,"year_2023",2,11,0,6,1,0,0,1,6
"BP","A","trapnest_2","Mid",2023-05-11,131,"year_2023",3,12,2,6.5,0.5,0.5,0,1,7
"BP","A","trapnest_2","Mid",2023-05-12,132,"year_2023",1,10,0,8,2,2,0,2,8
"BP","A","trapnest_2","Mid",2023-05-15,135,"year_2023",3,11,0,7,2,2,0,2,7
"BP","A","trapnest_2","Mid",2023-05-16,136,"year_2023",1,12,0,6,1,1,0,1,6
"BP","A","trapnest_2","Mid",2023-05-17,137,"year_2023",1,12,0,6,1,1,0,1,6
"BP","A","trapnest_2","Mid",2023-05-19,139,"year_2023",2,12,0,6,1,0,0,1,6
"BP","A","trapnest_2","Mid",2023-05-21,141,"year_2023",1,12,0,6,1,1,0,1,6
"BP","A","trapnest_2","Mid",2023-05-22,142,"year_2023",1,12,0,6,1,1,0,1,6
"BP","A","trapnest_2","Mid",2023-05-23,143,"year_2023",1,12,0,6,1,1,0,1,6
"BP","A","trapnest_2","Mid",2023-05-26,146,"year_2023",2,12,0,6,1,1,0,1,6
"BP","A","trapnest_2","Mid",2023-05-28,148,"year_2023",2,12,0,6,1,0,0,1,6
"BP","A","trapnest_2","Mid",2023-05-29,149,"year_2023",1,12,2,6.5,1.5,0.5,0,2,7
"BP","A","trapnest_2","Mid",2023-05-31,151,"year_2023",2,12,3,7,4,1,0,4.5,7.5
"BP","A","trapnest_2","Mid",2023-06-02,153,"year_2023",2,11,2,7.5,4.5,2.5,0,5,8
"BP","A","trapnest_2","Mid",2023-06-05,156,"year_2023",1,12,0,6,3,3,0,3,6
"BP","A","trapnest_2","Mid",2023-06-08,159,"year_2023",2,10,0,8,3,2,0,3,8
"BP","A","trapnest_2","Mid",2023-06-10,161,"year_2023",0,10,0,8,3,0,0,3,8
"BP","A","trapnest_2","Mid",2023-06-12,163,"year_2023",1,10,0,8,3,0,0,3,8
"BP","A","trapnest_2","Mid",2023-06-14,165,"year_2023",0,10,1,8,3,0,0,3,8
"BP","A","trapnest_2","Mid",2023-06-16,167,"year_2023",1,9,0,9,4,1,0,4,9
"BP","A","trapnest_2","Mid",2023-06-20,171,"year_2023",3,12,0,6,2,1,0,2,6
"BP","A","trapnest_2","Mid",2023-06-23,174,"year_2023",3,12,0,6,2,1,0,2,6
"BP","A","trapnest_2","Mid",2023-06-29,180,"year_2023",1,7,0,6,2,0,0,2,6
"NN","J","trapnest_30","High",2023-05-07,127,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-11,131,"year_2023",4,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-12,132,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-15,135,"year_2023",3,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-16,136,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-18,138,"year_2023",2,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-19,139,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-21,141,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-22,142,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-25,145,"year_2023",3,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-26,146,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-28,148,"year_2023",2,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-29,149,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-05-31,151,"year_2023",2,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-01,152,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-04,155,"year_2023",3,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-05,156,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-08,159,"year_2023",2,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-10,161,"year_2023",0,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-11,162,"year_2023",1,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-12,163,"year_2023",0,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-15,166,"year_2023",0,7,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-19,170,"year_2023",0,6,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-22,173,"year_2023",3,4,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-23,174,"year_2023",1,4,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-06-30,181,"year_2023",1,4,0,11,0,0,0,0,11
"NN","J","trapnest_30","High",2023-07-03,184,"year_2023",2,5,0,10,0,0,0,0,10
"NN","J","trapnest_30","High",2023-07-04,185,"year_2023",1,5,0,10,0,0,0,0,10
"NN","J","trapnest_30","High",2023-07-06,187,"year_2023",2,5,0,10,0,0,0,0,10
"NN","K","trapnest_31","Low",2023-05-07,127,"year_2023",1,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-11,131,"year_2023",4,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-12,132,"year_2023",1,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-15,135,"year_2023",3,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-16,136,"year_2023",1,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-18,138,"year_2023",2,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-19,139,"year_2023",1,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-21,141,"year_2023",1,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-22,142,"year_2023",1,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-25,145,"year_2023",3,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-26,146,"year_2023",1,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-28,148,"year_2023",2,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-29,149,"year_2023",1,18,1,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-05-31,151,"year_2023",2,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-01,152,"year_2023",1,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-04,155,"year_2023",3,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-05,156,"year_2023",1,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-08,159,"year_2023",2,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-10,161,"year_2023",0,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-11,162,"year_2023",1,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-12,163,"year_2023",0,18,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-15,166,"year_2023",0,16,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-19,170,"year_2023",0,14,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-22,173,"year_2023",3,14,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-23,174,"year_2023",1,15,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-06-30,181,"year_2023",1,14,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-07-03,184,"year_2023",2,17,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-07-04,185,"year_2023",1,16,0,0,0,0,0,0,0
"NN","K","trapnest_31","Low",2023-07-06,187,"year_2023",2,17,0,0,0,0,0,0,0
"NN","K","trapnest_32","Mid",2023-05-07,127,"year_2023",1,12,0,6,0,0,0,0,6
"NN","K","trapnest_32","Mid",2023-05-11,131,"year_2023",4,12,0,6,0,0,0,0,6
"NN","K","trapnest_32","Mid",2023-05-12,132,"year_2023",1,12,0,6,0,0,0,0,6
"NN","K","trapnest_32","Mid",2023-05-15,135,"year_2023",3,12,0,6,0,0,0,0,6
"NN","K","trapnest_32","Mid",2023-05-16,136,"year_2023",1,12,0,6,0,0,0,0,6
"NN","K","trapnest_32","Mid",2023-05-18,138,"year_2023",2,12,0,6,0,0,0,0,6
"NN","K","trapnest_32","Mid",2023-05-19,139,"year_2023",1,12,0,6,0,0,0,0,6
"NN","K","trapnest_32","Mid",2023-05-21,141,"year_2023",1,12,0,6,0,0,0,0,6
"NN","K","trapnest_32","Mid",2023-05-22,142,"year_2023",1,12,0,6,0,0,0,0,6
"NN","K","trapnest_32","Mid",2023-05-25,145,"year_2023",3,12,0,6,0,0,0,0,6
"NN","K","trapnest_32","Mid",2023-05-26,146,"year_2023",1,12,3,7,1,1,0,1.5,7.5
"NN","K","trapnest_32","Mid",2023-05-28,148,"year_2023",2,12,0,6,3,3,0,3,6
"NN","K","trapnest_32","Mid",2023-05-29,149,"year_2023",1,12,1,6,3,3,0,3,6
"NN","K","trapnest_32","Mid",2023-05-31,151,"year_2023",2,11,0,7,4,1,0,4,7
"NN","K","trapnest_32","Mid",2023-06-01,152,"year_2023",1,11,1,7,4,1,0,4,7
"NN","K","trapnest_32","Mid",2023-06-04,155,"year_2023",3,11,0,7,2,1,0,2,7
"NN","K","trapnest_32","Mid",2023-06-05,156,"year_2023",1,12,0,6,2,1,0,2,6
"NN","K","trapnest_32","Mid",2023-06-08,159,"year_2023",2,12,0,6,2,1,0,2,6
"NN","K","trapnest_32","Mid",2023-06-10,161,"year_2023",0,12,0,6,2,0,0,2,6
"NN","K","trapnest_32","Mid",2023-06-11,162,"year_2023",1,12,0,6,2,0,0,2,6
"NN","K","trapnest_32","Mid",2023-06-12,163,"year_2023",0,12,0,6,2,0,0,2,6
