"Site","Subsite","Trapnest","Treatment","Nest_ID","Date","Day_of_year","Year","Status","Occupant","Good_days","Bee_choice","Available_cavities_prior","New_nests_meg","Meg_ps_prior","Meg_no_ps_prior","Meg_active_mothers_prior","DP_meg_prior","NDP_meg_prior","NDP_ps_meg_prior","Abandoned_inner_wall"
"BP","Q","trapnest_50","Mid","50_10a",2023-08-01,213,"year_2023","no change","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_10a",2023-08-04,216,"year_2023","no change","megachile",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_10a",2023-08-09,221,"year_2023","no change","megachile",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-04,185,"year_2023","empty","none",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-07,188,"year_2023","empty","none",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-10,191,"year_2023","empty","none",1,NA,5,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-12,193,"year_2023","empty","none",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-14,195,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-17,198,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-20,201,"year_2023","empty","none",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-24,205,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-26,207,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-28,209,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-07-29,210,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-08-01,213,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-08-04,216,"year_2023","empty","none",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_11a",2023-08-09,221,"year_2023","empty","none",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_12a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_12b",2023-07-12,193,"year_2023","empty","none",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_12c",2023-07-14,195,"year_2023","pseudo","megachile",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_12c",2023-07-17,198,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_12c",2023-07-20,201,"year_2023","pseudo","megachile",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_12c",2023-07-24,205,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_12c",2023-07-26,207,"year_2023","pseudo","megachile",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_12c",2023-07-28,209,"year_2023","pseudo","megachile",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_12c",2023-07-29,210,"year_2023","pseudo","megachile",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_12c",2023-08-01,213,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_12c",2023-08-04,216,"year_2023","pseudo","megachile",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_12c",2023-08-09,221,"year_2023","pseudo","megachile",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-04,185,"year_2023","empty","none",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-07,188,"year_2023","empty","none",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-10,191,"year_2023","empty","none",1,NA,5,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-12,193,"year_2023","empty","none",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-14,195,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-17,198,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-20,201,"year_2023","empty","none",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-24,205,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-26,207,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-28,209,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-07-29,210,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-08-01,213,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-08-04,216,"year_2023","empty","none",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_13a",2023-08-09,221,"year_2023","empty","none",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-03,184,"year_2023","pseudo","megachile",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-04,185,"year_2023","pseudo","megachile",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-07,188,"year_2023","pseudo","megachile",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-10,191,"year_2023","pseudo","megachile",1,NA,5,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-12,193,"year_2023","pseudo","megachile",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-14,195,"year_2023","pseudo","megachile",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-17,198,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-20,201,"year_2023","pseudo","megachile",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-24,205,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-26,207,"year_2023","pseudo","megachile",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-28,209,"year_2023","pseudo","megachile",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-07-29,210,"year_2023","pseudo","megachile",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-08-01,213,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-08-04,216,"year_2023","pseudo","megachile",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_14a",2023-08-09,221,"year_2023","pseudo","megachile",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_15a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_15a",2023-07-04,185,"year_2023","empty","none",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_15a",2023-07-07,188,"year_2023","empty","none",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_15a",2023-07-12,193,"year_2023","empty","none",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_15b",2023-07-14,195,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_15b",2023-07-17,198,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_15c",2023-07-26,207,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_15c",2023-07-28,209,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_15c",2023-07-29,210,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_15c",2023-08-01,213,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_15c",2023-08-04,216,"year_2023","empty","none",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_15c",2023-08-09,221,"year_2023","empty","none",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_16a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_16b",2023-07-12,193,"year_2023","empty","none",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_16b",2023-07-14,195,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_16d",2023-07-24,205,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_17a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_17a",2023-07-04,185,"year_2023","empty","none",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_17a",2023-07-07,188,"year_2023","empty","none",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_17a",2023-07-10,191,"year_2023","empty","none",1,NA,5,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_17a",2023-07-12,193,"year_2023","empty","none",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_17a",2023-07-14,195,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_17b",2023-07-24,205,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_17b",2023-07-26,207,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_17b",2023-07-28,209,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_17b",2023-07-29,210,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_17c",2023-08-04,216,"year_2023","empty","none",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_17c",2023-08-09,221,"year_2023","empty","none",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_18a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_18a",2023-07-04,185,"year_2023","empty","none",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_18c",2023-07-12,193,"year_2023","empty","none",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_18e",2023-08-01,213,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_18f",2023-08-04,216,"year_2023","empty","none",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_18f",2023-08-09,221,"year_2023","empty","none",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-03,184,"year_2023","pseudo","megachile",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-04,185,"year_2023","pseudo","megachile",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-07,188,"year_2023","pseudo","megachile",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-10,191,"year_2023","pseudo","megachile",1,NA,5,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-12,193,"year_2023","pseudo","megachile",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-14,195,"year_2023","pseudo","megachile",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-17,198,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-20,201,"year_2023","pseudo","megachile",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-24,205,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-26,207,"year_2023","pseudo","megachile",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-28,209,"year_2023","pseudo","megachile",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-07-29,210,"year_2023","pseudo","megachile",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-08-01,213,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-08-04,216,"year_2023","pseudo","megachile",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_1a",2023-08-09,221,"year_2023","pseudo","megachile",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_2a",2023-07-03,184,"year_2023","pseudo","megachile",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_2a",2023-07-04,185,"year_2023","pseudo","megachile",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_2b",2023-07-07,188,"year_2023","empty","none",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_2b",2023-07-10,191,"year_2023","empty","none",1,NA,5,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_2c",2023-07-17,198,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_2c",2023-07-20,201,"year_2023","empty","none",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_2c",2023-07-24,205,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_2c",2023-07-26,207,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_2c",2023-07-28,209,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_2c",2023-07-29,210,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_2c",2023-08-01,213,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_2c",2023-08-04,216,"year_2023","empty","none",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_2c",2023-08-09,221,"year_2023","empty","none",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_3a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_3a",2023-07-04,185,"year_2023","empty","none",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_3b",2023-07-17,198,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_3b",2023-07-20,201,"year_2023","empty","none",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_3b",2023-07-24,205,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_3b",2023-07-26,207,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_3b",2023-07-28,209,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_3b",2023-07-29,210,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_3b",2023-08-01,213,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_3b",2023-08-04,216,"year_2023","empty","none",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_3b",2023-08-09,221,"year_2023","empty","none",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_4a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-07-10,191,"year_2023","empty","none",1,NA,5,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-07-12,193,"year_2023","empty","none",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-07-14,195,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-07-17,198,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-07-20,201,"year_2023","empty","none",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-07-24,205,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-07-26,207,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-07-28,209,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-07-29,210,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-08-01,213,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-08-04,216,"year_2023","empty","none",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_4b",2023-08-09,221,"year_2023","empty","none",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-03,184,"year_2023","pseudo","megachile",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-04,185,"year_2023","pseudo","megachile",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-07,188,"year_2023","pseudo","megachile",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-10,191,"year_2023","pseudo","megachile",1,NA,5,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-12,193,"year_2023","pseudo","megachile",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-14,195,"year_2023","pseudo","megachile",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-17,198,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-20,201,"year_2023","pseudo","megachile",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-24,205,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-26,207,"year_2023","pseudo","megachile",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-28,209,"year_2023","pseudo","megachile",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-07-29,210,"year_2023","pseudo","megachile",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-08-01,213,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-08-04,216,"year_2023","pseudo","megachile",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_5a",2023-08-09,221,"year_2023","pseudo","megachile",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_6a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_6a",2023-07-04,185,"year_2023","empty","none",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_6a",2023-07-07,188,"year_2023","empty","none",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_6b",2023-07-14,195,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_6b",2023-07-17,198,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_6b",2023-07-20,201,"year_2023","empty","none",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_6b",2023-07-24,205,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_6b",2023-07-26,207,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_6b",2023-07-28,209,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_6b",2023-07-29,210,"year_2023","empty","none",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_6b",2023-08-01,213,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_6b",2023-08-04,216,"year_2023","empty","none",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_6b",2023-08-09,221,"year_2023","empty","none",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-03,184,"year_2023","pseudo","megachile",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-04,185,"year_2023","pseudo","megachile",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-07,188,"year_2023","pseudo","megachile",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-10,191,"year_2023","pseudo","megachile",1,NA,5,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-12,193,"year_2023","pseudo","megachile",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-14,195,"year_2023","pseudo","megachile",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-17,198,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-20,201,"year_2023","pseudo","megachile",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-24,205,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-26,207,"year_2023","pseudo","megachile",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-28,209,"year_2023","pseudo","megachile",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-07-29,210,"year_2023","pseudo","megachile",0,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-08-01,213,"year_2023","pseudo","megachile",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-08-04,216,"year_2023","pseudo","megachile",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_7a",2023-08-09,221,"year_2023","pseudo","megachile",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_8a",2023-07-03,184,"year_2023","empty","none",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_8a",2023-07-04,185,"year_2023","empty","none",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_8a",2023-07-07,188,"year_2023","empty","none",3,NA,7,0,6,1,1,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_8b",2023-07-12,193,"year_2023","empty","none",1,NA,9,0,6,1,0,0,1,6,NA
"BP","Q","trapnest_50","Mid","50_8b",2023-07-14,195,"year_2023","empty","none",1,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_8b",2023-07-17,198,"year_2023","empty","none",2,NA,8,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_8b",2023-07-20,201,"year_2023","empty","none",2,NA,7,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_8c",2023-08-04,216,"year_2023","empty","none",2,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_8c",2023-08-09,221,"year_2023","empty","none",4,NA,10,0,7,1,0,0,1,7,NA
"BP","Q","trapnest_50","Mid","50_9a",2023-07-03,184,"year_2023","pseudo","megachile",1,NA,12,0,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_9a",2023-07-04,185,"year_2023","pseudo","megachile",1,NA,10,1,6,0,0,0,0,6,NA
"BP","Q","trapnest_50","Mid","50_9a",2023-07-07,188,"year_2023","pseudo","megachile",3,NA,7,0,6,1,1,0,1,6,NA
