Site,Subsite,Trapnest,Treatment,Cavity_size,Cavity_number,Straw_ID,Nest_ID,Cell_number,Cell_position,Date,Cell_occupant,Species_or_subtype,Collection,Sex,Comments
BP,F,16,Low,small,5,b,16_5b,NA,unknown,2023-05-29,pollen mass,NA,not collected,NA,
BP,F,16,Low,small,5,c,16_5c,1,NA,2023-06-02,parasite,sapyga,in collection - this cell,NA,
BP,F,16,Low,small,5,c,16_5c,2,NA,2023-06-02,osmia,tersula,in collection - this cell,male,
BP,F,16,Low,small,5,c,16_5c,3,NA,2023-06-02,empty,NA,not collected,NA,
BP,F,16,Low,small,6,a,16_6a,1,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,16,Low,small,6,a,16_6a,2,NA,2023-05-29,osmia,NA,not collected,NA,
BP,F,16,Low,small,6,a,16_6a,3,NA,2023-05-29,osmia,NA,not collected,NA,
BP,F,16,Low,small,6,b,16_6b,1,NA,2023-05-31,osmia,tersula,in collection - this cell,female,
BP,F,16,Low,small,8,a,16_8a,1,NA,2023-05-15,parasite,sapyga,in collection - this cell,NA,
BP,F,16,Low,small,8,a,16_8a,2,NA,2023-05-17,parasite,sapyga,in collection - this cell,NA,
BP,F,16,Low,small,8,b,16_8b,1,NA,2023-05-31,pollen mass,NA,not collected,NA,
BP,F,16,Low,small,8,b,16_8b,2,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,16,Low,small,8,b,16_8b,3,NA,2023-06-02,pollen mass,NA,not collected,NA,
BP,F,16,Low,small,11,a,16_11a,1,NA,2023-06-02,parasite,sapyga,not collected,NA,
BP,F,16,Low,small,11,a,16_11a,2,NA,2023-06-02,parasite,sapyga,not collected,NA,
BP,F,16,Low,small,11,a,16_11a,3,NA,2023-06-02,parasite,sapyga,in collection - this cell,NA,
BP,F,16,Low,small,11,a,16_11a,4,NA,2023-06-02,parasite,sapyga,in collection - this cell,NA,
BP,F,16,Low,small,11,a,16_11a,5,NA,2023-06-02,parasite,sapyga,in collection - this cell,NA,
BP,F,16,Low,small,11,a,16_11a,6,NA,2023-06-02,osmia,pumila,in collection - this cell,male,
BP,F,16,Low,small,14,a,16_14a,1,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,16,Low,small,14,a,16_14a,2,NA,2023-05-29,osmia,NA,in collection - this cell,NA,
BP,F,16,Low,small,14,a,16_14a,3,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,16,Low,small,14,a,16_14a,4,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,16,Low,small,14,a,16_14a,5,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,16,Low,small,14,a,16_14a,6,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,16,Low,small,14,a,16_14a,7,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,3,a,17_3a,NA,unknown,2023-06-23,empty,NA,not collected,NA,
BP,F,17,Mid,medium,3,a,17_3a,NA,unknown,2023-06-29,empty,NA,not collected,NA,
BP,F,17,Mid,small,7,a,17_7a,1,NA,2023-06-14,empty,NA,not collected,NA,
BP,F,17,Mid,small,9,a,17_9a,1,NA,2023-06-05,parasite,sapyga,not collected,NA,
BP,F,17,Mid,small,9,a,17_9a,2,NA,2023-06-05,parasite,sapyga,in collection - this cell,NA,
BP,F,17,Mid,small,9,a,17_9a,3,NA,2023-06-05,parasite,sapyga,in collection - this cell,NA,
BP,F,17,Mid,small,9,a,17_9a,4,NA,2023-06-05,parasite,sapyga,not collected,NA,
BP,F,17,Mid,small,9,a,17_9a,5,NA,2023-06-05,osmia,pumila,in collection,female,
BP,F,17,Mid,small,9,a,17_9a,6,NA,2023-06-05,osmia,pumila,in collection - this cell,male,
BP,F,17,Mid,small,9,a,17_9a,7,NA,2023-06-05,osmia,pumila,in collection - this cell,NA,
BP,F,17,Mid,small,9,a,17_9a,8,NA,2023-06-05,parasite,sapyga,not collected,NA,
BP,F,17,Mid,small,9,a,17_9a,9,NA,2023-06-05,osmia,pumila,in collection - this cell,male,
BP,F,17,Mid,small,9,a,17_9a,10,NA,2023-06-05,parasite,sapyga,in collection - this cell,male,
BP,F,17,Mid,small,9,a,17_9a,11,NA,2023-06-09,osmia,pumila,not collected,male,
BP,F,17,Mid,small,9,a,17_9a,12,NA,2023-06-14,parasite,sapyga,in collection - this cell,NA,
BP,F,17,Mid,small,10,b,17_10b,1,NA,2023-06-23,empty,NA,not collected,NA,
BP,F,17,Mid,medium,11,b,17_11b,1,NA,2023-06-20,pollen mass,NA,not collected,NA,
BP,F,17,Mid,medium,11,b,17_11b,2,NA,2023-06-20,pollen mass,NA,not collected,NA,
BP,F,17,Mid,medium,11,b,17_11b,3,NA,2023-06-23,pollen mass,NA,not collected,NA,
BP,F,17,Mid,medium,11,b,17_11b,4,NA,2023-06-23,pollen mass,NA,not collected,NA,
BP,F,17,Mid,medium,11,b,17_11b,5,NA,2023-06-23,pollen mass,NA,not collected,NA,
BP,F,17,Mid,medium,11,b,17_11b,6,NA,2023-06-23,pollen mass,NA,not collected,NA,
BP,F,17,Mid,small,13,b,17_13b,1,NA,2023-06-23,parasite,sapyga,in collection,NA,
BP,F,17,Mid,small,13,b,17_13b,2,NA,2023-06-23,pollen mass,NA,not collected,NA,
BP,F,17,Mid,small,13,b,17_13b,3,NA,2023-06-23,osmia,pumila,in collection,female,
BP,F,17,Mid,small,13,b,17_13b,4,NA,2023-06-23,osmia,pumila,in collection,female,
BP,F,17,Mid,small,13,b,17_13b,5,NA,2023-06-23,osmia,pumila,in collection,male,
BP,F,17,Mid,medium,15,a,17_15a,1,NA,2023-05-26,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,2,NA,2023-05-26,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,3,NA,2023-05-26,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,4,NA,2023-05-26,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,5,NA,2023-05-26,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,6,NA,2023-05-26,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,7,NA,2023-05-26,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,8,NA,2023-05-26,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,9,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,10,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,11,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,12,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,15,a,17_15a,13,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,17,Mid,small,16,a,17_16a,1,NA,2023-06-05,pollen mass,NA,not collected,NA,
BP,F,17,Mid,small,16,a,17_16a,2,NA,2023-06-05,osmia ,NA,not collected,NA,
BP,F,17,Mid,small,16,a,17_16a,3,NA,2023-06-05,unknown larva,NA,not collected,NA,
BP,F,17,Mid,small,17,a,17_17a,1,NA,2023-05-29,osmia,tersula,not collected,NA,
BP,F,17,Mid,small,17,a,17_17a,2,NA,2023-05-29,osmia,tersula,in collection - this cell,female,
BP,F,17,Mid,small,17,a,17_17a,3,NA,2023-05-29,parasite,sapyga,in collection - this cell,NA,
BP,F,17,Mid,small,17,a,17_17a,4,NA,2023-05-29,osmia,tersula,in collection - this cell,male,
BP,F,17,Mid,small,17,a,17_17a,5,NA,2023-06-02,parasite,sapyga,in collection - this cell,NA,
BP,F,17,Mid,small,17,b,17_17b,1,NA,2023-06-05,osmia,NA,in collection - this cell,female,
BP,F,17,Mid,small,17,b,17_17b,2,NA,2023-06-05,parasite,sapyga,in collection - this cell,NA,
BP,F,17,Mid,small,17,b,17_17b,3,NA,2023-06-05,parasite,sapyga,in collection - this cell,NA,
BP,F,17,Mid,medium,18,a,17_18a,NA,not last cell,2023-06-02,osmia,NA,not collected,NA,
BP,F,17,Mid,medium,18,a,17_18a,NA,unknown,2023-06-02,osmia,NA,not collected,NA,
BP,F,17,Mid,medium,18,a,17_18a,NA,unknown,2023-06-02,unknown larva,NA,not collected,NA,
BP,F,17,Mid,medium,18,a,17_18a,NA,unknown,2023-06-02,parasite,small parasite,not collected,NA,
BP,F,18,High,small,1,a,18_1a,1,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,18,High,small,1,a,18_1a,2,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,18,High,small,1,a,18_1a,3,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,18,High,small,5,a,18_5a,1,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,18,High,small,5,a,18_5a,2,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,18,High,small,5,a,18_5a,3,NA,2023-05-29,pollen mass,NA,not collected,NA,
BP,F,18,High,small,5,a,18_5a,4,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,18,High,small,5,a,18_5a,5,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,a,18_8a,1,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,a,18_8a,2,NA,2023-05-29,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,a,18_8a,3,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,a,18_8a,4,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,a,18_8a,5,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,a,18_8a,6,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,a,18_8a,7,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,a,18_8a,8,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,a,18_8a,9,NA,2023-06-02,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,a,18_8a,10,NA,2023-06-02,unknown larva,NA,not collected,NA,
BP,F,18,High,small,8,b,18_8b,1,NA,2023-06-04,osmia,NA,not collected,NA,
BP,F,18,High,small,8,b,18_8b,2,NA,2023-06-04,pollen mass,NA,not collected,NA,
BP,F,18,High,small,10,b,18_10b,1,NA,2023-06-05,unknown larva,NA,not collected,NA,
BP,F,18,High,small,10,b,18_10b,2,NA,2023-06-05,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,1,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,2,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,3,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,4,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,5,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,6,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,7,NA,2023-05-31,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,8,NA,2023-06-02,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,9,NA,2023-06-02,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,10,NA,2023-06-02,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,11,NA,2023-06-02,unknown larva,NA,not collected,NA,
BP,F,18,High,small,12,b,18_12b,12,NA,2023-06-02,unknown larva,NA,not collected,NA,
BP,F,18,High,small,13,a,18_13a,1,NA,2023-05-29,parasite,sapyga,not collected,NA,
BP,F,18,High,small,13,a,18_13a,2,NA,2023-05-29,osmia,pumila,in collection,male,
NN,G,19,Low,small,8,a,19_8a,1,NA,2023-05-29,parasite,sapyga,in collection - this cell,NA,
NN,G,19,Low,small,8,a,19_8a,2,NA,2023-05-29,parasite,sapyga,thrown out,NA,
NN,G,19,Low,small,8,a,19_8a,3,NA,2023-05-29,parasite,sapyga,in collection - this cell,NA,
NN,G,19,Low,small,8,b,19_8b,1,NA,2023-06-04,osmia,pumila,in collection - this cell,female,
NN,G,19,Low,small,9,a,19_9a,NA,unknown,2023-05-25,osmia,NA,in collection,NA,"May 15, 22 or 25"
NN,G,19,Low,small,9,a,19_9a,NA,unknown,2023-05-25,osmia,NA,in collection,NA,"May 15, 22 or 25"
NN,G,19,Low,small,9,a,19_9a,NA,unknown,2023-05-25,osmia,NA,not collected,NA,"May 15, 22 or 25"
NN,G,19,Low,small,9,a,19_9a,NA,unknown,2023-05-25,osmia,NA,not collected,NA,"May 15, 22 or 25"
NN,G,19,Low,small,9,a,19_9a,NA,unknown,2023-05-25,mold,NA,not collected,NA,"May 15, 22 or 25"
NN,G,19,Low,small,9,a,19_9a,NA,unknown,2023-05-22,mold,NA,not collected,NA,"May 15, 22 or 25"
NN,G,19,Low,small,9,a,19_9a,NA,unknown,2023-05-22,mold,NA,not collected,NA,"May 15, 22 or 25"
NN,G,19,Low,small,9,a,19_9a,NA,unknown,2023-05-22,mold,NA,not collected,NA,"May 15, 22 or 25"
NN,G,19,Low,small,9,a,19_9a,NA,unknown,2023-05-15,mold,NA,not collected,NA,"May 15, 22 or 25"
NN,G,19,Low,small,9,a,19_9a,NA,unknown,2023-05-15,mold,NA,not collected,NA,"May 15, 22 or 25"
NN,G,20,Mid,small,2,a,20_2a,1,NA,2023-05-29,osmia,pumila,in collection - this cell,female,
NN,G,20,Mid,small,2,a,20_2a,2,NA,2023-05-29,parasite,sapyga,in collection - this cell,NA,
NN,G,20,Mid,small,2,a,20_2a,3,NA,2023-05-29,parasite,sapyga,not collected,NA,
NN,G,20,Mid,small,2,a,20_2a,4,NA,2023-05-29,osmia,pumila,in collection - this cell,female,
NN,G,20,Mid,small,2,a,20_2a,5,NA,2023-05-29,osmia,pumila,not collected,NA,
NN,G,20,Mid,small,2,a,20_2a,6,NA,2023-05-29,parasite,sapyga,in collection - this cell,NA,
NN,G,20,Mid,small,2,a,20_2a,7,NA,2023-05-29,osmia,pumila,in collection - this cell,female,
NN,G,20,Mid,small,2,a,20_2a,8,NA,2023-05-29,osmia,pumila,not collected,NA,
NN,G,20,Mid,small,2,a,20_2a,9,NA,2023-05-29,osmia,pumila,not collected,NA,
NN,G,20,Mid,small,2,a,20_2a,10,NA,2023-05-31,osmia,pumila,not collected,NA,
NN,G,20,Mid,small,2,a,20_2a,11,NA,2023-05-31,osmia,pumila,in collection - this cell,female,
NN,G,20,Mid,small,2,a,20_2a,12,NA,2023-05-31,parasite,sapyga,in collection - this cell,NA,
NN,G,20,Mid,small,2,a,20_2a,13,NA,2023-05-31,osmia,pumila,in collection - this cell,male,
NN,G,20,Mid,small,2,a,20_2a,14,NA,2023-05-31,osmia,pumila,in collection - this cell,male,
NN,G,20,Mid,small,3,b,20_3b,1,NA,2023-06-01,osmia,NA,in collection - this cell,female,
NN,G,20,Mid,small,3,b,20_3b,2,NA,2023-06-01,osmia,NA,not collected,NA,
NN,G,20,Mid,small,3,b,20_3b,3,NA,2023-06-01,mold,NA,not collected,NA,
NN,G,20,Mid,small,3,b,20_3b,4,NA,2023-06-01,mold,NA,not collected,NA,
NN,G,20,Mid,small,3,b,20_3b,5,NA,2023-06-01,mold,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,1,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,2,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,3,NA,2023-05-29,pollen mass,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,4,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,5,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,6,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,7,NA,2023-05-29,pollen mass,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,8,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,9,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,10,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,G,20,Mid,small,5,a,20_5a,11,NA,2023-05-31,pollen mass,NA,not collected,NA,
NN,G,20,Mid,small,15,a,20_15a,1,NA,2023-06-01,empty,NA,not collected,NA,
NN,H,22,Low,small,9,a,22_9a,1,NA,2023-06-19,parasite,sapyga,in collection - this cell,NA,
NN,H,24,High,small,2,a,24_2a,1,NA,2023-06-04,osmia,pumila,in collection - this cell,female,
NN,H,24,High,small,2,a,24_2a,2,NA,2023-06-04,pollen mass,NA,not collected,NA,
NN,H,24,High,small,2,a,24_2a,3,NA,2023-06-04,osmia,pumila,in collection - this cell,female,
NN,H,24,High,small,2,a,24_2a,4,NA,2023-06-04,osmia,pumila,in collection - this cell,female,
NN,H,24,High,small,2,a,24_2a,5,NA,2023-06-04,parasite,sapyga,in collection - this cell,NA,
NN,H,24,High,small,2,a,24_2a,6,NA,2023-06-08,parasite,sapyga,not collected,NA,
NN,H,24,High,small,3,b,24_3b,1,NA,2023-06-19,parasite,sapyga,in collection - this cell,NA,
NN,H,24,High,small,3,b,24_3b,2,NA,2023-06-22,parasite,sapyga,in collection - this cell,NA,
NN,H,24,High,small,3,b,24_3b,3,NA,2023-06-22,parasite,sapyga,in collection - this cell,NA,
NN,H,24,High,small,7,b,24_7b,1,NA,2023-06-01,osmia,NA,in collection - this cell,NA,
NN,H,24,High,small,7,b,24_7b,2,NA,2023-06-01,parasite,sapyga,not collected,NA,
NN,H,24,High,small,7,b,24_7b,3,NA,2023-06-01,parasite,sapyga,not collected,NA,
NN,H,24,High,small,7,b,24_7b,4,NA,2023-06-04,osmia,NA,not collected,NA,
NN,H,24,High,small,7,b,24_7b,5,NA,2023-06-04,pollen mass,NA,not collected,NA,
NN,H,24,High,small,7,b,24_7b,6,NA,2023-06-04,parasite,sapyga,not collected,NA,
NN,H,24,High,small,7,b,24_7b,7,NA,2023-06-04,osmia,NA,not collected,NA,
NN,H,24,High,small,7,b,24_7b,8,NA,2023-06-04,pollen mass,NA,not collected,NA,
NN,H,24,High,small,10,a,24_10a,1,NA,2023-06-08,parasite,sapyga,in collection - this cell,NA,
NN,H,24,High,small,10,a,24_10a,2,NA,2023-06-11,parasite,sapyga,not collected,NA,
NN,H,24,High,small,10,a,24_10a,3,NA,2023-06-15,osmia,tersula,in collection - this cell,male,
NN,H,24,High,small,12,a,24_12a,1,NA,2023-06-30,parasite,sapyga,in collection - this cell,NA,
NN,H,24,High,small,12,a,24_12a,2,NA,2023-06-30,empty,NA,not collected,NA,
NN,I,25,Low,small,1,a,25_1a,NA,unknown,2023-06-01,parasite,sapyga,in collection,NA,June 1 or June 4
NN,I,25,Low,small,1,a,25_1a,NA,unknown,2023-06-01,osmia,pumila,in collection,male,June 1 or June 4
NN,I,25,Low,small,1,a,25_1a,NA,unknown,2023-06-01,osmia,pumila,in collection,female,June 1 or June 4
NN,I,25,Low,small,1,a,25_1a,NA,unknown,2023-06-01,osmia,pumila,not collected,NA,June 1 or June 4
NN,I,25,Low,small,1,a,25_1a,NA,unknown,2023-06-01,osmia,pumila,not collected,NA,June 1 or June 4
NN,I,25,Low,small,1,a,25_1a,NA,unknown,2023-06-01,osmia,pumila,not collected,NA,June 1 or June 4
NN,I,25,Low,small,1,a,25_1a,NA,unknown,2023-06-01,osmia,pumila,not collected,NA,June 1 or June 4
NN,I,25,Low,small,1,a,25_1a,NA,unknown,2023-06-01,osmia,pumila,not collected,NA,June 1 or June 4
NN,I,25,Low,small,1,b,25_1b,1,NA,2023-06-15,parasite,sapyga,in collection - this cell,NA,
NN,I,25,Low,small,3,a,25_3a,1,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,2,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,3,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,4,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,5,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,6,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,7,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,8,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,9,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,10,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,11,NA,2023-06-01,pollen mass,NA,not collected,NA,
NN,I,25,Low,small,3,a,25_3a,12,NA,2023-06-04,pollen mass,NA,not collected,NA,
NN,I,25,Low,small,3,b,25_3b,1,NA,2023-06-15,parasite,sapyga,in collection,NA,
NN,I,25,Low,small,3,b,25_3b,2,NA,2023-06-15,parasite,sapyga,in collection,NA,
NN,I,25,Low,small,3,c,25_3c,1,NA,2023-06-22,pollen mass,NA,not collected,NA,
NN,I,25,Low,small,4,a,25_4a,1,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,4,a,25_4a,2,NA,2023-06-04,pollen mass,NA,not collected,NA,
NN,I,25,Low,small,4,a,25_4a,3,NA,2023-06-04,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,4,a,25_4a,4,NA,2023-06-04,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,4,a,25_4a,5,NA,2023-06-04,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,4,a,25_4a,6,NA,2023-06-04,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,4,a,25_4a,7,NA,2023-06-04,mold,NA,not collected,NA,
NN,I,25,Low,small,4,b,25_4b,1,NA,2023-06-15,parasite,sapyga,in collection - this cell,NA,
NN,I,25,Low,small,4,b,25_4b,2,NA,2023-06-19,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-06-01,osmia,pumila,in collection,male,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-06-01,osmia,pumila,in collection,male,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-06-01,osmia,pumila,in collection,male,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-31,osmia,pumila,in collection,female,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-31,osmia,pumila,in collection,female,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-31,osmia,pumila,in collection,female,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-29,osmia,pumila,in collection,female,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-29,osmia,pumila,in collection,female,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-29,osmia,pumila,in collection,female,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-31,parasite,sapyga,in collection,NA,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-31,parasite,sapyga,in collection,NA,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-29,parasite,sapyga,in collection,NA,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-29,parasite,sapyga,in collection,NA,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-31,empty,NA,not collected,NA,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-31,empty,NA,not collected,NA,"May 29, 31, or June 1"
NN,I,25,Low,small,6,a,25_6a,NA,unknown,2023-05-29,empty,NA,not collected,NA,"May 29, 31, or June 1"
NN,I,25,Low,small,6,b,25_6b,1,NA,2023-06-04,osmia,pumila,not collected,NA,
NN,I,25,Low,small,6,b,25_6b,2,NA,2023-06-08,osmia,pumila,in collection - this cell,female,
NN,I,25,Low,small,6,b,25_6b,3,NA,2023-06-08,osmia,pumila,not collected,NA,
NN,I,25,Low,small,6,b,25_6b,4,NA,2023-06-08,osmia,pumila,not collected,NA,
NN,I,25,Low,small,6,b,25_6b,5,NA,2023-06-08,osmia,pumila,not collected,NA,
NN,I,25,Low,small,6,b,25_6b,6,NA,2023-06-11,pollen mass,NA,not collected,NA,
NN,I,25,Low,small,6,b,25_6b,7,NA,2023-06-11,parasite,sapyga,in collection - this cell,NA,
NN,I,25,Low,small,6,b,25_6b,8,NA,2023-06-11,osmia,pumila,in collection - this cell,male,
NN,I,25,Low,small,13,a,25_13a,1,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,13,a,25_13a,2,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,13,a,25_13a,3,NA,2023-05-29,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,13,a,25_13a,4,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,13,a,25_13a,5,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,13,a,25_13a,6,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,13,a,25_13a,7,NA,2023-05-31,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,13,a,25_13a,8,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,13,a,25_13a,9,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,13,a,25_13a,10,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,13,a,25_13a,11,NA,2023-06-01,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,16,a,25_16a,1,NA,2023-06-08,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,16,a,25_16a,2,NA,2023-06-08,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,16,a,25_16a,3,NA,2023-06-08,pollen mass,NA,not collected,NA,
NN,I,25,Low,small,16,a,25_16a,4,NA,2023-06-08,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,16,a,25_16a,5,NA,2023-06-08,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,16,a,25_16a,6,NA,2023-06-08,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,16,a,25_16a,7,NA,2023-06-08,pollen mass,NA,not collected,NA,
NN,I,25,Low,small,16,b,25_16b,NA,unknown,2023-06-08,osmia,NA,in collection,NA,
NN,I,25,Low,small,16,b,25_16b,NA,not last cell,2023-06-08,unknown larva,NA,not collected,NA,
NN,I,25,Low,small,16,b,25_16b,NA,not last cell,2023-06-08,osmia,NA,in collection,NA,
NN,I,25,Low,small,16,b,25_16b,NA,unknown,2023-06-08,mold,NA,not collected,NA,
NN,I,25,Low,small,16,b,25_16b,NA,unknown,2023-06-08,mold,NA,not collected,NA,
NN,I,25,Low,small,16,b,25_16b,NA,not last cell,2023-06-08,unknown larva,NA,not collected,NA,
