"","Date","Site","Subsite","Trapnest","Treatment","Cavity_size","Filled_length_mm","Straw_length_mm","Nest_ID","Cavity_ID","Status","Occupant","Good_days","Bee_choice","Available_prior","New_nests_os","New_nests_meg","New_nest_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior"
"11928",2023-06-30,"NN","I",27,"High","medium",NA,NA,"27_1a","27_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11929",2023-06-30,"NN","I",27,"High","small",NA,NA,"27_5a","27_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11930",2023-06-30,"NN","I",27,"High","large",NA,NA,"27_6a","27_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11931",2023-06-30,"NN","I",27,"High","small",NA,NA,"27_8a","27_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11932",2023-06-30,"NN","I",27,"High","medium",NA,NA,"27_17a","27_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11933",2023-06-30,"NN","I",27,"High","small",NA,NA,"27_2a","27_2","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11934",2023-06-30,"NN","I",27,"High","small",NA,NA,"27_3a","27_3","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11935",2023-06-30,"NN","I",27,"High","medium",NA,NA,"27_4a","27_4","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11936",2023-06-30,"NN","I",27,"High","small",NA,NA,"27_7a","27_7","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11937",2023-06-30,"NN","I",27,"High","medium",NA,NA,"27_9a","27_9","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11938",2023-06-30,"NN","I",27,"High","medium",NA,NA,"27_10a","27_10","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11939",2023-06-30,"NN","I",27,"High","small",NA,NA,"27_11a","27_11","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11940",2023-06-30,"NN","I",27,"High","small",NA,NA,"27_12a","27_12","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11941",2023-06-30,"NN","I",27,"High","medium",NA,NA,"27_13a","27_13","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11942",2023-06-30,"NN","I",27,"High","large",NA,NA,"27_14a","27_14","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11943",2023-06-30,"NN","I",27,"High","small",NA,NA,"27_15a","27_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11944",2023-06-30,"NN","I",27,"High","small",NA,NA,"27_16c","27_16","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11945",2023-07-03,"NN","I",27,"High","medium",NA,NA,"27_1a","27_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11946",2023-07-03,"NN","I",27,"High","small",NA,NA,"27_5a","27_5","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11947",2023-07-03,"NN","I",27,"High","large",NA,NA,"27_6a","27_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11948",2023-07-03,"NN","I",27,"High","small",NA,NA,"27_8a","27_8","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11949",2023-07-03,"NN","I",27,"High","medium",NA,NA,"27_17a","27_17","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11950",2023-07-03,"NN","I",27,"High","small",NA,NA,"27_2a","27_2","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11951",2023-07-03,"NN","I",27,"High","small",NA,NA,"27_3a","27_3","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11952",2023-07-03,"NN","I",27,"High","medium",NA,NA,"27_4a","27_4","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11953",2023-07-03,"NN","I",27,"High","small",NA,NA,"27_7a","27_7","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11954",2023-07-03,"NN","I",27,"High","medium",NA,NA,"27_9a","27_9","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11955",2023-07-03,"NN","I",27,"High","medium",NA,NA,"27_10a","27_10","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11956",2023-07-03,"NN","I",27,"High","small",NA,NA,"27_11a","27_11","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11957",2023-07-03,"NN","I",27,"High","small",NA,NA,"27_12a","27_12","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11958",2023-07-03,"NN","I",27,"High","medium",NA,NA,"27_13a","27_13","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11959",2023-07-03,"NN","I",27,"High","large",NA,NA,"27_14a","27_14","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11960",2023-07-03,"NN","I",27,"High","small",NA,NA,"27_15a","27_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11961",2023-07-03,"NN","I",27,"High","small",NA,NA,"27_16c","27_16","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11962",2023-07-04,"NN","I",27,"High","medium",NA,NA,"27_1a","27_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11963",2023-07-04,"NN","I",27,"High","small",NA,NA,"27_5a","27_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11964",2023-07-04,"NN","I",27,"High","large",NA,NA,"27_6a","27_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11965",2023-07-04,"NN","I",27,"High","small",NA,NA,"27_8a","27_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11966",2023-07-04,"NN","I",27,"High","medium",NA,NA,"27_17a","27_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11967",2023-07-04,"NN","I",27,"High","small",NA,NA,"27_2a","27_2","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11968",2023-07-04,"NN","I",27,"High","small",NA,NA,"27_3a","27_3","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11969",2023-07-04,"NN","I",27,"High","medium",NA,NA,"27_4a","27_4","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11970",2023-07-04,"NN","I",27,"High","small",NA,NA,"27_7a","27_7","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11971",2023-07-04,"NN","I",27,"High","medium",NA,NA,"27_9a","27_9","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11972",2023-07-04,"NN","I",27,"High","medium",NA,NA,"27_10a","27_10","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11973",2023-07-04,"NN","I",27,"High","small",NA,NA,"27_11a","27_11","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11974",2023-07-04,"NN","I",27,"High","small",NA,NA,"27_12a","27_12","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11975",2023-07-04,"NN","I",27,"High","medium",NA,NA,"27_13a","27_13","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11976",2023-07-04,"NN","I",27,"High","large",NA,NA,"27_14a","27_14","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11977",2023-07-04,"NN","I",27,"High","small",NA,NA,"27_15a","27_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11978",2023-07-04,"NN","I",27,"High","small",NA,NA,"27_16c","27_16","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11979",2023-07-06,"NN","I",27,"High","medium",NA,NA,"27_1a","27_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11980",2023-07-06,"NN","I",27,"High","small",NA,NA,"27_5a","27_5","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11981",2023-07-06,"NN","I",27,"High","large",NA,NA,"27_6a","27_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11982",2023-07-06,"NN","I",27,"High","small",NA,NA,"27_8a","27_8","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11983",2023-07-06,"NN","I",27,"High","medium",NA,NA,"27_17a","27_17","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"11984",2023-07-06,"NN","I",27,"High","small",NA,NA,"27_2a","27_2","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11985",2023-07-06,"NN","I",27,"High","small",NA,NA,"27_3a","27_3","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11986",2023-07-06,"NN","I",27,"High","medium",NA,NA,"27_4a","27_4","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11987",2023-07-06,"NN","I",27,"High","small",NA,NA,"27_7a","27_7","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11988",2023-07-06,"NN","I",27,"High","medium",NA,NA,"27_9a","27_9","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11989",2023-07-06,"NN","I",27,"High","medium",NA,NA,"27_10a","27_10","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11990",2023-07-06,"NN","I",27,"High","small",NA,NA,"27_11a","27_11","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11991",2023-07-06,"NN","I",27,"High","small",NA,NA,"27_12a","27_12","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11992",2023-07-06,"NN","I",27,"High","medium",NA,NA,"27_13a","27_13","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11993",2023-07-06,"NN","I",27,"High","large",NA,NA,"27_14a","27_14","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11994",2023-07-06,"NN","I",27,"High","small",NA,NA,"27_16c","27_16","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11995",2023-05-07,"NN","J",28,"Low","small",NA,NA,"28_1a","28_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11996",2023-05-07,"NN","J",28,"Low","medium",NA,NA,"28_2a","28_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11997",2023-05-07,"NN","J",28,"Low","medium",NA,NA,"28_5a","28_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11998",2023-05-07,"NN","J",28,"Low","large",NA,NA,"28_6a","28_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"11999",2023-05-07,"NN","J",28,"Low","small",NA,NA,"28_10a","28_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12000",2023-05-07,"NN","J",28,"Low","medium",NA,NA,"28_11a","28_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12001",2023-05-07,"NN","J",28,"Low","small",NA,NA,"28_12a","28_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12002",2023-05-07,"NN","J",28,"Low","large",NA,NA,"28_13a","28_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12003",2023-05-07,"NN","J",28,"Low","small",NA,NA,"28_14a","28_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12004",2023-05-07,"NN","J",28,"Low","medium",NA,NA,"28_15a","28_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12005",2023-05-07,"NN","J",28,"Low","small","30.81","144.79","28_3a","28_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12006",2023-05-07,"NN","J",28,"Low","small",NA,NA,"28_4a","28_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12007",2023-05-07,"NN","J",28,"Low","small",NA,NA,"28_7a","28_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12008",2023-05-07,"NN","J",28,"Low","small",NA,NA,"28_8a","28_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12009",2023-05-07,"NN","J",28,"Low","medium",NA,NA,"28_9a","28_9","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12010",2023-05-07,"NN","J",28,"Low","small",NA,NA,"28_16a","28_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12011",2023-05-07,"NN","J",28,"Low","small","18.3","146.85","28_17a","28_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12012",2023-05-07,"NN","J",28,"Low","medium",NA,NA,"28_18a","28_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12013",2023-05-11,"NN","J",28,"Low","small",NA,NA,"28_1a","28_1","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12014",2023-05-11,"NN","J",28,"Low","medium",NA,NA,"28_2a","28_2","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12015",2023-05-11,"NN","J",28,"Low","medium",NA,NA,"28_5a","28_5","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12016",2023-05-11,"NN","J",28,"Low","large",NA,NA,"28_6a","28_6","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12017",2023-05-11,"NN","J",28,"Low","small",NA,NA,"28_10a","28_10","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12018",2023-05-11,"NN","J",28,"Low","medium",NA,NA,"28_11a","28_11","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12019",2023-05-11,"NN","J",28,"Low","small",NA,NA,"28_12a","28_12","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12020",2023-05-11,"NN","J",28,"Low","large",NA,NA,"28_13a","28_13","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12021",2023-05-11,"NN","J",28,"Low","small",NA,NA,"28_14a","28_14","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12022",2023-05-11,"NN","J",28,"Low","medium",NA,NA,"28_15a","28_15","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12023",2023-05-11,"NN","J",28,"Low","small","30.81","144.79","28_3a","28_3","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12024",2023-05-11,"NN","J",28,"Low","small",NA,NA,"28_4a","28_4","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12025",2023-05-11,"NN","J",28,"Low","small",NA,NA,"28_7a","28_7","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12026",2023-05-11,"NN","J",28,"Low","small",NA,NA,"28_8a","28_8","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12027",2023-05-11,"NN","J",28,"Low","medium",NA,NA,"28_9a","28_9","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12028",2023-05-11,"NN","J",28,"Low","small",NA,NA,"28_16a","28_16","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12029",2023-05-11,"NN","J",28,"Low","small","18.3","146.85","28_17a","28_17","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12030",2023-05-11,"NN","J",28,"Low","medium",NA,NA,"28_18a","28_18","empty","none",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"12031",2023-05-12,"NN","J",28,"Low","small",NA,NA,"28_1a","28_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12032",2023-05-12,"NN","J",28,"Low","medium",NA,NA,"28_2a","28_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12033",2023-05-12,"NN","J",28,"Low","medium",NA,NA,"28_5a","28_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12034",2023-05-12,"NN","J",28,"Low","large",NA,NA,"28_6a","28_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12035",2023-05-12,"NN","J",28,"Low","small",NA,NA,"28_10a","28_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12036",2023-05-12,"NN","J",28,"Low","medium",NA,NA,"28_11a","28_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12037",2023-05-12,"NN","J",28,"Low","small",NA,NA,"28_12a","28_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12038",2023-05-12,"NN","J",28,"Low","large",NA,NA,"28_13a","28_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12039",2023-05-12,"NN","J",28,"Low","small",NA,NA,"28_14a","28_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12040",2023-05-12,"NN","J",28,"Low","medium",NA,NA,"28_15a","28_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12041",2023-05-12,"NN","J",28,"Low","small","30.81","144.79","28_3a","28_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12042",2023-05-12,"NN","J",28,"Low","small",NA,NA,"28_4a","28_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12043",2023-05-12,"NN","J",28,"Low","small",NA,NA,"28_7a","28_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12044",2023-05-12,"NN","J",28,"Low","small",NA,NA,"28_8a","28_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12045",2023-05-12,"NN","J",28,"Low","medium",NA,NA,"28_9a","28_9","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12046",2023-05-12,"NN","J",28,"Low","small",NA,NA,"28_16a","28_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12047",2023-05-12,"NN","J",28,"Low","small","18.3","146.85","28_17a","28_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12048",2023-05-12,"NN","J",28,"Low","medium",NA,NA,"28_18a","28_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12049",2023-05-15,"NN","J",28,"Low","small",NA,NA,"28_1a","28_1","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12050",2023-05-15,"NN","J",28,"Low","medium",NA,NA,"28_2a","28_2","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12051",2023-05-15,"NN","J",28,"Low","medium",NA,NA,"28_5a","28_5","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12052",2023-05-15,"NN","J",28,"Low","large",NA,NA,"28_6a","28_6","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12053",2023-05-15,"NN","J",28,"Low","small",NA,NA,"28_10a","28_10","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12054",2023-05-15,"NN","J",28,"Low","medium",NA,NA,"28_11a","28_11","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12055",2023-05-15,"NN","J",28,"Low","small",NA,NA,"28_12a","28_12","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12056",2023-05-15,"NN","J",28,"Low","large",NA,NA,"28_13a","28_13","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12057",2023-05-15,"NN","J",28,"Low","small",NA,NA,"28_14a","28_14","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12058",2023-05-15,"NN","J",28,"Low","medium",NA,NA,"28_15a","28_15","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12059",2023-05-15,"NN","J",28,"Low","small","30.81","144.79","28_3a","28_3","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12060",2023-05-15,"NN","J",28,"Low","small",NA,NA,"28_4a","28_4","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12061",2023-05-15,"NN","J",28,"Low","small",NA,NA,"28_7a","28_7","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12062",2023-05-15,"NN","J",28,"Low","small",NA,NA,"28_8a","28_8","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12063",2023-05-15,"NN","J",28,"Low","medium",NA,NA,"28_9a","28_9","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12064",2023-05-15,"NN","J",28,"Low","small",NA,NA,"28_16a","28_16","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12065",2023-05-15,"NN","J",28,"Low","small","18.3","146.85","28_17a","28_17","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12066",2023-05-15,"NN","J",28,"Low","medium",NA,NA,"28_18a","28_18","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"12067",2023-05-16,"NN","J",28,"Low","small",NA,NA,"28_1a","28_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12068",2023-05-16,"NN","J",28,"Low","medium",NA,NA,"28_2a","28_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12069",2023-05-16,"NN","J",28,"Low","medium",NA,NA,"28_5a","28_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12070",2023-05-16,"NN","J",28,"Low","large",NA,NA,"28_6a","28_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12071",2023-05-16,"NN","J",28,"Low","small",NA,NA,"28_10a","28_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12072",2023-05-16,"NN","J",28,"Low","medium",NA,NA,"28_11a","28_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12073",2023-05-16,"NN","J",28,"Low","small",NA,NA,"28_12a","28_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12074",2023-05-16,"NN","J",28,"Low","large",NA,NA,"28_13a","28_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12075",2023-05-16,"NN","J",28,"Low","small",NA,NA,"28_14a","28_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12076",2023-05-16,"NN","J",28,"Low","medium",NA,NA,"28_15a","28_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12077",2023-05-16,"NN","J",28,"Low","small","30.81","144.79","28_3a","28_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12078",2023-05-16,"NN","J",28,"Low","small",NA,NA,"28_4a","28_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12079",2023-05-16,"NN","J",28,"Low","small",NA,NA,"28_7a","28_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12080",2023-05-16,"NN","J",28,"Low","small",NA,NA,"28_8a","28_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12081",2023-05-16,"NN","J",28,"Low","medium",NA,NA,"28_9a","28_9","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12082",2023-05-16,"NN","J",28,"Low","small",NA,NA,"28_16a","28_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12083",2023-05-16,"NN","J",28,"Low","small","18.3","146.85","28_17a","28_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12084",2023-05-16,"NN","J",28,"Low","medium",NA,NA,"28_18a","28_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12085",2023-05-18,"NN","J",28,"Low","small",NA,NA,"28_1a","28_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12086",2023-05-18,"NN","J",28,"Low","medium",NA,NA,"28_2a","28_2","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12087",2023-05-18,"NN","J",28,"Low","medium",NA,NA,"28_5a","28_5","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12088",2023-05-18,"NN","J",28,"Low","large",NA,NA,"28_6a","28_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12089",2023-05-18,"NN","J",28,"Low","small",NA,NA,"28_10a","28_10","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12090",2023-05-18,"NN","J",28,"Low","medium",NA,NA,"28_11a","28_11","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12091",2023-05-18,"NN","J",28,"Low","small",NA,NA,"28_12a","28_12","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12092",2023-05-18,"NN","J",28,"Low","large",NA,NA,"28_13a","28_13","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12093",2023-05-18,"NN","J",28,"Low","small",NA,NA,"28_14a","28_14","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12094",2023-05-18,"NN","J",28,"Low","medium",NA,NA,"28_15a","28_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12095",2023-05-18,"NN","J",28,"Low","small","30.81","144.79","28_3a","28_3","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12096",2023-05-18,"NN","J",28,"Low","small",NA,NA,"28_4a","28_4","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12097",2023-05-18,"NN","J",28,"Low","small",NA,NA,"28_7a","28_7","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12098",2023-05-18,"NN","J",28,"Low","small",NA,NA,"28_8a","28_8","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12099",2023-05-18,"NN","J",28,"Low","medium",NA,NA,"28_9a","28_9","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12100",2023-05-18,"NN","J",28,"Low","small",NA,NA,"28_16a","28_16","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12101",2023-05-18,"NN","J",28,"Low","small","18.3","146.85","28_17a","28_17","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12102",2023-05-18,"NN","J",28,"Low","medium",NA,NA,"28_18a","28_18","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"12103",2023-05-19,"NN","J",28,"Low","small",NA,NA,"28_1a","28_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12104",2023-05-19,"NN","J",28,"Low","medium",NA,NA,"28_2a","28_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12105",2023-05-19,"NN","J",28,"Low","medium",NA,NA,"28_5a","28_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12106",2023-05-19,"NN","J",28,"Low","large",NA,NA,"28_6a","28_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12107",2023-05-19,"NN","J",28,"Low","small",NA,NA,"28_10a","28_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12108",2023-05-19,"NN","J",28,"Low","medium",NA,NA,"28_11a","28_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12109",2023-05-19,"NN","J",28,"Low","small",NA,NA,"28_12a","28_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"12110",2023-05-19,"NN","J",28,"Low","large",NA,NA,"28_13a","28_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
