"","Date","Site","Subsite","Trapnest","Treatment","Cavity_size","Filled_length_mm","Straw_length_mm","Nest_ID","Cavity_ID","Status","Occupant","Good_days","Bee_choice","Available_prior","New_nests_os","New_nests_meg","New_nest_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior"
"4867",2023-06-08,"BP","A",3,"High","small",NA,NA,"3_3b","3_3","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4868",2023-06-08,"BP","A",3,"High","small",NA,NA,"3_4b","3_4","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4869",2023-06-08,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4870",2023-06-08,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","no change","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4871",2023-06-08,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4872",2023-06-08,"BP","A",3,"High","small","72.46","139.75","3_9b","3_9","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4873",2023-06-08,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4874",2023-06-08,"BP","A",3,"High","small","18.88","141.84","3_11b","3_11","no change","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4875",2023-06-08,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4876",2023-06-08,"BP","A",3,"High","small","35","140","3_13b","3_13","no change","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4877",2023-06-08,"BP","A",3,"High","small",NA,NA,"3_14b","3_14","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4878",2023-06-08,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","no change","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4879",2023-06-08,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4880",2023-06-08,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4881",2023-06-08,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4882",2023-06-08,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4883",2023-06-08,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"4884",2023-06-10,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4885",2023-06-10,"BP","A",3,"High","small",NA,NA,"3_3b","3_3","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4886",2023-06-10,"BP","A",3,"High","small",NA,NA,"3_4b","3_4","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4887",2023-06-10,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4888",2023-06-10,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4889",2023-06-10,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4890",2023-06-10,"BP","A",3,"High","small","72.46","139.75","3_9b","3_9","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4891",2023-06-10,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4892",2023-06-10,"BP","A",3,"High","small","18.88","141.84","3_11b","3_11","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4893",2023-06-10,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4894",2023-06-10,"BP","A",3,"High","small","35","140","3_13b","3_13","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4895",2023-06-10,"BP","A",3,"High","small",NA,NA,"3_14b","3_14","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4896",2023-06-10,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4897",2023-06-10,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4898",2023-06-10,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4899",2023-06-10,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4900",2023-06-10,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4901",2023-06-10,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4902",2023-06-12,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4903",2023-06-12,"BP","A",3,"High","small",NA,NA,"3_3b","3_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4904",2023-06-12,"BP","A",3,"High","small",NA,NA,"3_4b","3_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4905",2023-06-12,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4906",2023-06-12,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4907",2023-06-12,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4908",2023-06-12,"BP","A",3,"High","small","72.46","139.75","3_9b","3_9","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4909",2023-06-12,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4910",2023-06-12,"BP","A",3,"High","small","18.88","141.84","3_11b","3_11","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4911",2023-06-12,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4912",2023-06-12,"BP","A",3,"High","small","35","140","3_13b","3_13","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4913",2023-06-12,"BP","A",3,"High","small",NA,NA,"3_14b","3_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4914",2023-06-12,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4915",2023-06-12,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4916",2023-06-12,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917",2023-06-12,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4918",2023-06-12,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4919",2023-06-12,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4920",2023-06-14,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4921",2023-06-14,"BP","A",3,"High","small",NA,NA,"3_3b","3_3","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4922",2023-06-14,"BP","A",3,"High","small",NA,NA,"3_4b","3_4","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4923",2023-06-14,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4924",2023-06-14,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4925",2023-06-14,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4926",2023-06-14,"BP","A",3,"High","small","72.46","139.75","3_9b","3_9","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4927",2023-06-14,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4928",2023-06-14,"BP","A",3,"High","small","18.88","141.84","3_11b","3_11","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4929",2023-06-14,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4930",2023-06-14,"BP","A",3,"High","small","35","140","3_13b","3_13","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4931",2023-06-14,"BP","A",3,"High","small",NA,NA,"3_14b","3_14","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4932",2023-06-14,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4933",2023-06-14,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4934",2023-06-14,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4935",2023-06-14,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4936",2023-06-14,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4937",2023-06-14,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4938",2023-06-16,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","no change","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4939",2023-06-16,"BP","A",3,"High","small",NA,NA,"3_3b","3_3","empty","none",1,0,7,1,NA,1,"11","6",NA,NA
"4940",2023-06-16,"BP","A",3,"High","small",NA,NA,"3_4b","3_4","empty","none",1,0,7,1,NA,1,"11","6",NA,NA
"4941",2023-06-16,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4942",2023-06-16,"BP","A",3,"High","small",NA,NA,"3_7a","3_7","no change","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4943",2023-06-16,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4944",2023-06-16,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4945",2023-06-16,"BP","A",3,"High","small","18.88","141.84","3_11b","3_11","no change","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4946",2023-06-16,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4947",2023-06-16,"BP","A",3,"High","small","35","140","3_13b","3_13","no change","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4948",2023-06-16,"BP","A",3,"High","small",NA,NA,"3_14b","3_14","empty","none",1,0,7,1,NA,1,"11","6",NA,NA
"4949",2023-06-16,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","no change","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4950",2023-06-16,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4951",2023-06-16,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",1,NA,7,1,NA,1,"11","6",NA,NA
"4952",2023-06-16,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",1,0,7,1,NA,1,"11","6",NA,NA
"4953",2023-06-16,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",1,0,7,1,NA,1,"11","6",NA,NA
"4954",2023-06-16,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",1,0,7,1,NA,1,"11","6",NA,NA
"4955",2023-06-20,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4956",2023-06-20,"BP","A",3,"High","small",NA,NA,"3_3b","3_3","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4957",2023-06-20,"BP","A",3,"High","small",NA,NA,"3_4b","3_4","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4958",2023-06-20,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4959",2023-06-20,"BP","A",3,"High","small",NA,NA,"3_7b","3_7","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4960",2023-06-20,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4961",2023-06-20,"BP","A",3,"High","small","72.46","139.75","3_9b","3_9","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4962",2023-06-20,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4963",2023-06-20,"BP","A",3,"High","small","18.88","141.84","3_11b","3_11","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4964",2023-06-20,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4965",2023-06-20,"BP","A",3,"High","small","35","140","3_13b","3_13","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4966",2023-06-20,"BP","A",3,"High","small",NA,NA,"3_14b","3_14","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4967",2023-06-20,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4968",2023-06-20,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4969",2023-06-20,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4970",2023-06-20,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4971",2023-06-20,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4972",2023-06-20,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4973",2023-06-23,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4974",2023-06-23,"BP","A",3,"High","small",NA,NA,"3_3b","3_3","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4975",2023-06-23,"BP","A",3,"High","small",NA,NA,"3_4b","3_4","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4976",2023-06-23,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4977",2023-06-23,"BP","A",3,"High","small",NA,NA,"3_7b","3_7","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4978",2023-06-23,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4979",2023-06-23,"BP","A",3,"High","small","72.46","139.75","3_9b","3_9","3 cells","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4980",2023-06-23,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4981",2023-06-23,"BP","A",3,"High","small","18.88","141.84","3_11b","3_11","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4982",2023-06-23,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4983",2023-06-23,"BP","A",3,"High","small","35","140","3_13b","3_13","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4984",2023-06-23,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4985",2023-06-23,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4986",2023-06-23,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4987",2023-06-23,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4988",2023-06-23,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4989",2023-06-23,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4990",2023-06-29,"BP","A",3,"High","small","46.68","142.17","3_2a","3_2","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4991",2023-06-29,"BP","A",3,"High","small",NA,NA,"3_3b","3_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4992",2023-06-29,"BP","A",3,"High","large",NA,NA,"3_5a","3_5","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4993",2023-06-29,"BP","A",3,"High","small",NA,NA,"3_7b","3_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"4994",2023-06-29,"BP","A",3,"High","medium",NA,NA,"3_8a","3_8","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4995",2023-06-29,"BP","A",3,"High","small","72.46","139.75","3_9b","3_9","6 cells","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4996",2023-06-29,"BP","A",3,"High","medium",NA,NA,"3_10a","3_10","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4997",2023-06-29,"BP","A",3,"High","small","18.88","141.84","3_11b","3_11","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4998",2023-06-29,"BP","A",3,"High","medium",NA,NA,"3_12a","3_12","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4999",2023-06-29,"BP","A",3,"High","small","35","140","3_13b","3_13","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5000",2023-06-29,"BP","A",3,"High","small","4.82","143.88","3_16b","3_16","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5001",2023-06-29,"BP","A",3,"High","medium",NA,NA,"3_17a","3_17","pseudo","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5002",2023-06-29,"BP","A",3,"High","small","61.17","144.35","3_18a","3_18","no change","osmia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5003",2023-06-29,"BP","A",3,"High","medium",NA,NA,"3_1a","3_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5004",2023-06-29,"BP","A",3,"High","medium",NA,NA,"3_6a","3_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5005",2023-06-29,"BP","A",3,"High","large",NA,NA,"3_15a","3_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5006",2023-05-11,"BP","B",4,"Low","small",NA,NA,"4_16a","4_16","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5007",2023-05-11,"BP","B",4,"Low","medium",NA,NA,"4_17a","4_17","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5008",2023-05-11,"BP","B",4,"Low","small",NA,NA,"4_18a","4_18","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5009",2023-05-11,"BP","B",4,"Low","small",NA,NA,"4_1a","4_1","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5010",2023-05-11,"BP","B",4,"Low","medium",NA,NA,"4_2a","4_2","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5011",2023-05-11,"BP","B",4,"Low","small",NA,NA,"4_3a","4_3","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5012",2023-05-11,"BP","B",4,"Low","large",NA,NA,"4_4a","4_4","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5013",2023-05-11,"BP","B",4,"Low","small","139.8","139.8","4_8a","4_8","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5014",2023-05-11,"BP","B",4,"Low","small",NA,NA,"4_5a","4_5","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5015",2023-05-11,"BP","B",4,"Low","medium",NA,NA,"4_6a","4_6","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5016",2023-05-11,"BP","B",4,"Low","small",NA,NA,"4_7a","4_7","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5017",2023-05-11,"BP","B",4,"Low","medium",NA,NA,"4_9a","4_9","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5018",2023-05-11,"BP","B",4,"Low","medium",NA,NA,"4_10a","4_10","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5019",2023-05-11,"BP","B",4,"Low","small",NA,NA,"4_11a","4_11","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5020",2023-05-11,"BP","B",4,"Low","small",NA,NA,"4_12a","4_12","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5021",2023-05-11,"BP","B",4,"Low","medium",NA,NA,"4_13a","4_13","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5022",2023-05-11,"BP","B",4,"Low","small",NA,NA,"4_14a","4_14","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5023",2023-05-11,"BP","B",4,"Low","large",NA,NA,"4_15a","4_15","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5024",2023-05-12,"BP","B",4,"Low","small",NA,NA,"4_16a","4_16","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5025",2023-05-12,"BP","B",4,"Low","medium",NA,NA,"4_17a","4_17","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5026",2023-05-12,"BP","B",4,"Low","small",NA,NA,"4_18a","4_18","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5027",2023-05-12,"BP","B",4,"Low","small",NA,NA,"4_1a","4_1","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5028",2023-05-12,"BP","B",4,"Low","medium",NA,NA,"4_2a","4_2","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5029",2023-05-12,"BP","B",4,"Low","small",NA,NA,"4_3a","4_3","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5030",2023-05-12,"BP","B",4,"Low","large",NA,NA,"4_4a","4_4","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5031",2023-05-12,"BP","B",4,"Low","small","139.8","139.8","4_8a","4_8","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5032",2023-05-12,"BP","B",4,"Low","small",NA,NA,"4_5a","4_5","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5033",2023-05-12,"BP","B",4,"Low","medium",NA,NA,"4_6a","4_6","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5034",2023-05-12,"BP","B",4,"Low","small",NA,NA,"4_7a","4_7","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5035",2023-05-12,"BP","B",4,"Low","medium",NA,NA,"4_9a","4_9","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5036",2023-05-12,"BP","B",4,"Low","medium",NA,NA,"4_10a","4_10","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5037",2023-05-12,"BP","B",4,"Low","small",NA,NA,"4_11a","4_11","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5038",2023-05-12,"BP","B",4,"Low","small",NA,NA,"4_12a","4_12","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5039",2023-05-12,"BP","B",4,"Low","medium",NA,NA,"4_13a","4_13","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5040",2023-05-12,"BP","B",4,"Low","small",NA,NA,"4_14a","4_14","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5041",2023-05-12,"BP","B",4,"Low","large",NA,NA,"4_15a","4_15","empty","none",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"5042",2023-05-15,"BP","B",4,"Low","small",NA,NA,"4_16a","4_16","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5043",2023-05-15,"BP","B",4,"Low","medium",NA,NA,"4_17a","4_17","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5044",2023-05-15,"BP","B",4,"Low","small",NA,NA,"4_18a","4_18","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5045",2023-05-15,"BP","B",4,"Low","small",NA,NA,"4_1a","4_1","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5046",2023-05-15,"BP","B",4,"Low","medium",NA,NA,"4_2a","4_2","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5047",2023-05-15,"BP","B",4,"Low","small",NA,NA,"4_3a","4_3","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5048",2023-05-15,"BP","B",4,"Low","large",NA,NA,"4_4a","4_4","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5049",2023-05-15,"BP","B",4,"Low","small","139.8","139.8","4_8a","4_8","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"5050",2023-05-15,"BP","B",4,"Low","small",NA,NA,"4_5a","4_5","empty","none",3,0,NA,NA,NA,NA,NA,NA,NA,NA
